_unit_id,_created_at,_golden,_id,_missed,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,how_difficult_was_the_assertion_to_decide_on,your_choice,annotated_sentence,file,line,pattern,unannotated_sentence,x,your_choice_gold,ys
224443020,11/15/2012 22:45:07,false,704542721,,11/15/2012 22:44:48,false,getpaid,0.8333,10541889,IND,25,Madras,117.193.230.29,2,True,"The/DT FTC/NP charged/VBD the/DT companies/NNS with/IN making/VBG false/JJ promises/NNS that/ they/PP would/MD improve/VB consumers/NNS '/POS credit/NN scores/NNS by/IN removing/VBG negative/JJ information/NN such/JJ as/IN late/JJ payments/NNS ,/, charge-offs/NNS ,/, collections/NNS ,/, inquiries/NNS ,/, delinquencies/NNS ,/, bankruptcies/NNS and/CC judgments/NNS ./SENT ",eng2010news.sent.tagged.txt,4668518,Hhyp_13,"The FTC charged the companies with making false promises that they would improve consumers ' credit scores by removing negative information such as late payments, charge-offs, collections, inquiries, delinquencies, bankruptcies and judgments.",negative information,,"late payments, charge-offs, collections, inquiries, delinquencies, bankruptcies, judgments"
224443020,11/15/2012 22:45:23,false,704543179,,11/15/2012 22:44:56,false,zoombucks,0.8,4686658,USA,FL,Maitland,76.4.144.225,3,True,"The/DT FTC/NP charged/VBD the/DT companies/NNS with/IN making/VBG false/JJ promises/NNS that/ they/PP would/MD improve/VB consumers/NNS '/POS credit/NN scores/NNS by/IN removing/VBG negative/JJ information/NN such/JJ as/IN late/JJ payments/NNS ,/, charge-offs/NNS ,/, collections/NNS ,/, inquiries/NNS ,/, delinquencies/NNS ,/, bankruptcies/NNS and/CC judgments/NNS ./SENT ",eng2010news.sent.tagged.txt,4668518,Hhyp_13,"The FTC charged the companies with making false promises that they would improve consumers ' credit scores by removing negative information such as late payments, charge-offs, collections, inquiries, delinquencies, bankruptcies and judgments.",negative information,,"late payments, charge-offs, collections, inquiries, delinquencies, bankruptcies, judgments"
224443020,11/15/2012 22:45:33,false,704543556,,11/15/2012 22:42:29,false,amt,1.0,13956075,USA,OH,Chardon,173.88.218.126,3,True,"The/DT FTC/NP charged/VBD the/DT companies/NNS with/IN making/VBG false/JJ promises/NNS that/ they/PP would/MD improve/VB consumers/NNS '/POS credit/NN scores/NNS by/IN removing/VBG negative/JJ information/NN such/JJ as/IN late/JJ payments/NNS ,/, charge-offs/NNS ,/, collections/NNS ,/, inquiries/NNS ,/, delinquencies/NNS ,/, bankruptcies/NNS and/CC judgments/NNS ./SENT ",eng2010news.sent.tagged.txt,4668518,Hhyp_13,"The FTC charged the companies with making false promises that they would improve consumers ' credit scores by removing negative information such as late payments, charge-offs, collections, inquiries, delinquencies, bankruptcies and judgments.",negative information,,"late payments, charge-offs, collections, inquiries, delinquencies, bankruptcies, judgments"
224443020,11/15/2012 22:45:41,false,704543717,,11/15/2012 22:43:24,false,cbf,0.875,9580039,USA,FL,Dunnellon,74.178.41.52,1,True,"The/DT FTC/NP charged/VBD the/DT companies/NNS with/IN making/VBG false/JJ promises/NNS that/ they/PP would/MD improve/VB consumers/NNS '/POS credit/NN scores/NNS by/IN removing/VBG negative/JJ information/NN such/JJ as/IN late/JJ payments/NNS ,/, charge-offs/NNS ,/, collections/NNS ,/, inquiries/NNS ,/, delinquencies/NNS ,/, bankruptcies/NNS and/CC judgments/NNS ./SENT ",eng2010news.sent.tagged.txt,4668518,Hhyp_13,"The FTC charged the companies with making false promises that they would improve consumers ' credit scores by removing negative information such as late payments, charge-offs, collections, inquiries, delinquencies, bankruptcies and judgments.",negative information,,"late payments, charge-offs, collections, inquiries, delinquencies, bankruptcies, judgments"
224443020,11/15/2012 22:46:00,false,704544560,,11/15/2012 22:45:24,false,zoombucks,0.8,4686658,USA,FL,Maitland,76.4.144.225,4,True,"The/DT FTC/NP charged/VBD the/DT companies/NNS with/IN making/VBG false/JJ promises/NNS that/ they/PP would/MD improve/VB consumers/NNS '/POS credit/NN scores/NNS by/IN removing/VBG negative/JJ information/NN such/JJ as/IN late/JJ payments/NNS ,/, charge-offs/NNS ,/, collections/NNS ,/, inquiries/NNS ,/, delinquencies/NNS ,/, bankruptcies/NNS and/CC judgments/NNS ./SENT ",eng2010news.sent.tagged.txt,4668518,Hhyp_13,"The FTC charged the companies with making false promises that they would improve consumers ' credit scores by removing negative information such as late payments, charge-offs, collections, inquiries, delinquencies, bankruptcies and judgments.",negative information,,"late payments, charge-offs, collections, inquiries, delinquencies, bankruptcies, judgments"
224443020,11/15/2012 22:47:03,false,704546114,,11/15/2012 22:45:43,false,cbf,0.875,9580039,USA,FL,Dunnellon,74.178.41.52,1,True,"The/DT FTC/NP charged/VBD the/DT companies/NNS with/IN making/VBG false/JJ promises/NNS that/ they/PP would/MD improve/VB consumers/NNS '/POS credit/NN scores/NNS by/IN removing/VBG negative/JJ information/NN such/JJ as/IN late/JJ payments/NNS ,/, charge-offs/NNS ,/, collections/NNS ,/, inquiries/NNS ,/, delinquencies/NNS ,/, bankruptcies/NNS and/CC judgments/NNS ./SENT ",eng2010news.sent.tagged.txt,4668518,Hhyp_13,"The FTC charged the companies with making false promises that they would improve consumers ' credit scores by removing negative information such as late payments, charge-offs, collections, inquiries, delinquencies, bankruptcies and judgments.",negative information,,"late payments, charge-offs, collections, inquiries, delinquencies, bankruptcies, judgments"
224443020,11/15/2012 22:47:40,false,704546631,,11/15/2012 22:45:36,false,amt,1.0,13956075,USA,OH,Chardon,173.88.218.126,2,True,"The/DT FTC/NP charged/VBD the/DT companies/NNS with/IN making/VBG false/JJ promises/NNS that/ they/PP would/MD improve/VB consumers/NNS '/POS credit/NN scores/NNS by/IN removing/VBG negative/JJ information/NN such/JJ as/IN late/JJ payments/NNS ,/, charge-offs/NNS ,/, collections/NNS ,/, inquiries/NNS ,/, delinquencies/NNS ,/, bankruptcies/NNS and/CC judgments/NNS ./SENT ",eng2010news.sent.tagged.txt,4668518,Hhyp_13,"The FTC charged the companies with making false promises that they would improve consumers ' credit scores by removing negative information such as late payments, charge-offs, collections, inquiries, delinquencies, bankruptcies and judgments.",negative information,,"late payments, charge-offs, collections, inquiries, delinquencies, bankruptcies, judgments"
224443021,11/15/2012 22:37:52,false,704532022,,11/15/2012 22:37:13,false,zoombucks,0.9,8963487,GBR,L9,Sheffield,2.219.201.86,1,True,"The/DT curriculum/NN would/MD also/RB teach/VB kindergartners/NNS anatomical/JJ terms/NNS such/JJ as/IN penis/NN ,/, vagina/NN ,/, breast/NN ,/, nipples/NNS ,/, testicles/NNS ,/, scrotum/NN and/CC uterus/NN ./SENT ",eng2010news.sent.tagged.txt,4787379,Hhyp_13,"The curriculum would also teach kindergartners anatomical terms such as penis, vagina, breast, nipples, testicles, scrotum and uterus.",anatomical terms,,"penis, vagina, breast, nipples, testicles, scrotum, uterus"
224443021,11/15/2012 22:42:39,false,704538308,,11/15/2012 22:40:46,false,fusioncash,1.0,13882697,USA,NY,Tuxedo Park,67.87.111.157,1,True,"The/DT curriculum/NN would/MD also/RB teach/VB kindergartners/NNS anatomical/JJ terms/NNS such/JJ as/IN penis/NN ,/, vagina/NN ,/, breast/NN ,/, nipples/NNS ,/, testicles/NNS ,/, scrotum/NN and/CC uterus/NN ./SENT ",eng2010news.sent.tagged.txt,4787379,Hhyp_13,"The curriculum would also teach kindergartners anatomical terms such as penis, vagina, breast, nipples, testicles, scrotum and uterus.",anatomical terms,,"penis, vagina, breast, nipples, testicles, scrotum, uterus"
224443021,11/15/2012 22:56:16,false,704558979,,11/15/2012 22:55:24,false,cbf,0.875,9580039,USA,FL,Dunnellon,74.178.41.52,1,True,"The/DT curriculum/NN would/MD also/RB teach/VB kindergartners/NNS anatomical/JJ terms/NNS such/JJ as/IN penis/NN ,/, vagina/NN ,/, breast/NN ,/, nipples/NNS ,/, testicles/NNS ,/, scrotum/NN and/CC uterus/NN ./SENT ",eng2010news.sent.tagged.txt,4787379,Hhyp_13,"The curriculum would also teach kindergartners anatomical terms such as penis, vagina, breast, nipples, testicles, scrotum and uterus.",anatomical terms,,"penis, vagina, breast, nipples, testicles, scrotum, uterus"
224443021,11/15/2012 22:57:47,false,704560529,,11/15/2012 22:56:55,false,zoombucks,1.0,4692908,USA,ME,Sabattus,72.227.64.74,1,True,"The/DT curriculum/NN would/MD also/RB teach/VB kindergartners/NNS anatomical/JJ terms/NNS such/JJ as/IN penis/NN ,/, vagina/NN ,/, breast/NN ,/, nipples/NNS ,/, testicles/NNS ,/, scrotum/NN and/CC uterus/NN ./SENT ",eng2010news.sent.tagged.txt,4787379,Hhyp_13,"The curriculum would also teach kindergartners anatomical terms such as penis, vagina, breast, nipples, testicles, scrotum and uterus.",anatomical terms,,"penis, vagina, breast, nipples, testicles, scrotum, uterus"
224443022,11/15/2012 22:40:45,false,704536654,,11/15/2012 22:39:12,false,fusioncash,1.0,13882697,USA,NY,Tuxedo Park,67.87.111.157,4,Don't know,Our/PP$ members/NNS give/VB to/TO United/NP Way/NP and/CC other/JJ Organization/NP to/TO help/VB people/NNS ./SENT ,eng2010news.sent.tagged.txt,912178,Hhyp_15,Our members give to United Way and other Organization to help people.,Organization,,Way
224443022,11/15/2012 22:41:27,false,704537279,,11/15/2012 22:40:42,false,zoombucks,0.9,8963487,GBR,L9,Sheffield,2.219.201.86,2,False,Our/PP$ members/NNS give/VB to/TO United/NP Way/NP and/CC other/JJ Organization/NP to/TO help/VB people/NNS ./SENT ,eng2010news.sent.tagged.txt,912178,Hhyp_15,Our members give to United Way and other Organization to help people.,Organization,,Way
224443022,11/15/2012 22:45:32,false,704543500,,11/15/2012 22:45:15,false,getpaid,0.8333,10541889,IND,25,Madras,117.193.230.29,2,True,Our/PP$ members/NNS give/VB to/TO United/NP Way/NP and/CC other/JJ Organization/NP to/TO help/VB people/NNS ./SENT ,eng2010news.sent.tagged.txt,912178,Hhyp_15,Our members give to United Way and other Organization to help people.,Organization,,Way
224443022,11/15/2012 22:58:47,false,704561937,,11/15/2012 22:57:48,false,zoombucks,1.0,4692908,USA,ME,Sabattus,72.227.64.74,1,False,Our/PP$ members/NNS give/VB to/TO United/NP Way/NP and/CC other/JJ Organization/NP to/TO help/VB people/NNS ./SENT ,eng2010news.sent.tagged.txt,912178,Hhyp_15,Our members give to United Way and other Organization to help people.,Organization,,Way
224443022,11/15/2012 22:59:30,false,704562895,,11/15/2012 22:58:07,false,cbf,0.875,9580039,USA,FL,Dunnellon,74.178.41.52,1,False,Our/PP$ members/NNS give/VB to/TO United/NP Way/NP and/CC other/JJ Organization/NP to/TO help/VB people/NNS ./SENT ,eng2010news.sent.tagged.txt,912178,Hhyp_15,Our members give to United Way and other Organization to help people.,Organization,,Way
224443023,11/15/2012 22:39:21,true,704534488,,11/15/2012 22:38:34,false,zoombucks,0.9,8963487,GBR,L9,Sheffield,2.219.201.86,3,False,The/DT trust/NN between/IN the/DT Afghan/JJ National/NP Army/NP and/CC British/NP Army/NP units/NNS and/CC other/JJ Nato/NP units/NNS is/VBZ very/RB strong/JJ and/CC working/VBG well/RB ./SENT ,eng2010news.sent.tagged.txt,915065,Hhyp_15,The trust between the Afghan National Army and British Army units and other Nato units is very strong and working well.,Nato,False,units
224443023,11/15/2012 22:42:36,true,704538281,,11/15/2012 22:40:55,false,amt,1.0,11304554,USA,AZ,Queen Creek,72.223.36.49,2,False,The/DT trust/NN between/IN the/DT Afghan/JJ National/NP Army/NP and/CC British/NP Army/NP units/NNS and/CC other/JJ Nato/NP units/NNS is/VBZ very/RB strong/JJ and/CC working/VBG well/RB ./SENT ,eng2010news.sent.tagged.txt,915065,Hhyp_15,The trust between the Afghan National Army and British Army units and other Nato units is very strong and working well.,Nato,False,units
224443023,11/15/2012 22:42:39,true,704538310,,11/15/2012 22:40:46,false,fusioncash,1.0,13882697,USA,NY,Tuxedo Park,67.87.111.157,3,False,The/DT trust/NN between/IN the/DT Afghan/JJ National/NP Army/NP and/CC British/NP Army/NP units/NNS and/CC other/JJ Nato/NP units/NNS is/VBZ very/RB strong/JJ and/CC working/VBG well/RB ./SENT ,eng2010news.sent.tagged.txt,915065,Hhyp_15,The trust between the Afghan National Army and British Army units and other Nato units is very strong and working well.,Nato,False,units
224443023,11/15/2012 22:50:37,true,704550954,,11/15/2012 22:49:17,false,cbf,0.875,9580039,USA,FL,Dunnellon,74.178.41.52,1,False,The/DT trust/NN between/IN the/DT Afghan/JJ National/NP Army/NP and/CC British/NP Army/NP units/NNS and/CC other/JJ Nato/NP units/NNS is/VBZ very/RB strong/JJ and/CC working/VBG well/RB ./SENT ,eng2010news.sent.tagged.txt,915065,Hhyp_15,The trust between the Afghan National Army and British Army units and other Nato units is very strong and working well.,Nato,False,units
224443023,11/15/2012 22:51:03,true,704551745,true,11/15/2012 22:49:18,false,getpaid,0.8571,12670194,ARE,02,Al Ajman,217.164.237.241,1,True,The/DT trust/NN between/IN the/DT Afghan/JJ National/NP Army/NP and/CC British/NP Army/NP units/NNS and/CC other/JJ Nato/NP units/NNS is/VBZ very/RB strong/JJ and/CC working/VBG well/RB ./SENT ,eng2010news.sent.tagged.txt,915065,Hhyp_15,The trust between the Afghan National Army and British Army units and other Nato units is very strong and working well.,Nato,False,units
224443023,11/15/2012 22:52:54,true,704554929,true,11/15/2012 22:52:33,false,getpaid,0.8333,10541889,IND,25,Madras,117.193.230.29,2,True,The/DT trust/NN between/IN the/DT Afghan/JJ National/NP Army/NP and/CC British/NP Army/NP units/NNS and/CC other/JJ Nato/NP units/NNS is/VBZ very/RB strong/JJ and/CC working/VBG well/RB ./SENT ,eng2010news.sent.tagged.txt,915065,Hhyp_15,The trust between the Afghan National Army and British Army units and other Nato units is very strong and working well.,Nato,False,units
224443024,11/15/2012 22:37:12,false,704531038,,11/15/2012 22:36:23,false,zoombucks,0.9,8963487,GBR,L9,Sheffield,2.219.201.86,1,False,It/PP 's/VBZ the/DT kind/NN of/IN success/NN story/NN that/WDT makes/VBZ Jason/NP Ader/NP and/CC other/JJ Wall/NP Street/NP big/JJ shots/NNS green/JJ with/IN envy/NN and/CC willing/JJ to/TO take/VB a/DT chance/NN on/IN small/JJ banks/NNS everywhere/RB ./SENT ,eng2010news.sent.tagged.txt,950349,Hhyp_15,It 's the kind of success story that makes Jason Ader and other Wall Street big shots green with envy and willing to take a chance on small banks everywhere.,Wall,,Ader
224443024,11/15/2012 22:42:36,false,704538282,,11/15/2012 22:40:55,false,amt,1.0,11304554,USA,AZ,Queen Creek,72.223.36.49,1,False,It/PP 's/VBZ the/DT kind/NN of/IN success/NN story/NN that/WDT makes/VBZ Jason/NP Ader/NP and/CC other/JJ Wall/NP Street/NP big/JJ shots/NNS green/JJ with/IN envy/NN and/CC willing/JJ to/TO take/VB a/DT chance/NN on/IN small/JJ banks/NNS everywhere/RB ./SENT ,eng2010news.sent.tagged.txt,950349,Hhyp_15,It 's the kind of success story that makes Jason Ader and other Wall Street big shots green with envy and willing to take a chance on small banks everywhere.,Wall,,Ader
224443024,11/15/2012 22:43:42,false,704540086,,11/15/2012 22:42:01,false,fusioncash,1.0,9908299,USA,KY,Somerset,72.51.221.252,3,True,It/PP 's/VBZ the/DT kind/NN of/IN success/NN story/NN that/WDT makes/VBZ Jason/NP Ader/NP and/CC other/JJ Wall/NP Street/NP big/JJ shots/NNS green/JJ with/IN envy/NN and/CC willing/JJ to/TO take/VB a/DT chance/NN on/IN small/JJ banks/NNS everywhere/RB ./SENT ,eng2010news.sent.tagged.txt,950349,Hhyp_15,It 's the kind of success story that makes Jason Ader and other Wall Street big shots green with envy and willing to take a chance on small banks everywhere.,Wall,,Ader
224443024,11/15/2012 22:45:32,false,704543501,,11/15/2012 22:45:15,false,getpaid,0.8333,10541889,IND,25,Madras,117.193.230.29,2,True,It/PP 's/VBZ the/DT kind/NN of/IN success/NN story/NN that/WDT makes/VBZ Jason/NP Ader/NP and/CC other/JJ Wall/NP Street/NP big/JJ shots/NNS green/JJ with/IN envy/NN and/CC willing/JJ to/TO take/VB a/DT chance/NN on/IN small/JJ banks/NNS everywhere/RB ./SENT ,eng2010news.sent.tagged.txt,950349,Hhyp_15,It 's the kind of success story that makes Jason Ader and other Wall Street big shots green with envy and willing to take a chance on small banks everywhere.,Wall,,Ader
224443024,11/15/2012 22:45:33,false,704543557,,11/15/2012 22:42:29,false,amt,1.0,13956075,USA,OH,Chardon,173.88.218.126,1,False,It/PP 's/VBZ the/DT kind/NN of/IN success/NN story/NN that/WDT makes/VBZ Jason/NP Ader/NP and/CC other/JJ Wall/NP Street/NP big/JJ shots/NNS green/JJ with/IN envy/NN and/CC willing/JJ to/TO take/VB a/DT chance/NN on/IN small/JJ banks/NNS everywhere/RB ./SENT ,eng2010news.sent.tagged.txt,950349,Hhyp_15,It 's the kind of success story that makes Jason Ader and other Wall Street big shots green with envy and willing to take a chance on small banks everywhere.,Wall,,Ader
224443025,11/15/2012 22:32:43,false,704525320,,11/15/2012 22:30:34,false,getpaid,0.8571,12670194,ARE,02,Al Ajman,217.164.237.241,2,True,"The/DT 1kg/JJ fish/NN had/VBD also/RB been/VBN stuffed/VBN with/IN finely/RB chopped/VBN serai/NN ,/, pandan/NP ,/, sweet/JJ basil/NN and/CC other/JJ Thai/NP herbs/NNS ./SENT ",eng2010news.sent.tagged.txt,974194,Hhyp_15,"The 1kg fish had also been stuffed with finely chopped serai, pandan, sweet basil and other Thai herbs.",Thai,,sweet basil
224443025,11/15/2012 22:37:23,false,704531292,,11/15/2012 22:33:37,false,fusioncash,1.0,9466067,USA,OH,Loveland,74.83.3.138,2,False,"The/DT 1kg/JJ fish/NN had/VBD also/RB been/VBN stuffed/VBN with/IN finely/RB chopped/VBN serai/NN ,/, pandan/NP ,/, sweet/JJ basil/NN and/CC other/JJ Thai/NP herbs/NNS ./SENT ",eng2010news.sent.tagged.txt,974194,Hhyp_15,"The 1kg fish had also been stuffed with finely chopped serai, pandan, sweet basil and other Thai herbs.",Thai,,sweet basil
224443025,11/15/2012 22:44:47,false,704542062,,11/15/2012 22:44:24,false,getpaid,0.8333,10541889,IND,25,Madras,117.193.230.29,2,True,"The/DT 1kg/JJ fish/NN had/VBD also/RB been/VBN stuffed/VBN with/IN finely/RB chopped/VBN serai/NN ,/, pandan/NP ,/, sweet/JJ basil/NN and/CC other/JJ Thai/NP herbs/NNS ./SENT ",eng2010news.sent.tagged.txt,974194,Hhyp_15,"The 1kg fish had also been stuffed with finely chopped serai, pandan, sweet basil and other Thai herbs.",Thai,,sweet basil
224443025,11/15/2012 22:44:58,false,704542519,,11/15/2012 22:43:47,false,fusioncash,1.0,9908299,USA,KY,Somerset,72.51.221.252,1,True,"The/DT 1kg/JJ fish/NN had/VBD also/RB been/VBN stuffed/VBN with/IN finely/RB chopped/VBN serai/NN ,/, pandan/NP ,/, sweet/JJ basil/NN and/CC other/JJ Thai/NP herbs/NNS ./SENT ",eng2010news.sent.tagged.txt,974194,Hhyp_15,"The 1kg fish had also been stuffed with finely chopped serai, pandan, sweet basil and other Thai herbs.",Thai,,sweet basil
224443025,11/15/2012 22:45:07,false,704542717,,11/15/2012 22:44:48,false,getpaid,0.8333,10541889,IND,25,Madras,117.193.230.29,2,True,"The/DT 1kg/JJ fish/NN had/VBD also/RB been/VBN stuffed/VBN with/IN finely/RB chopped/VBN serai/NN ,/, pandan/NP ,/, sweet/JJ basil/NN and/CC other/JJ Thai/NP herbs/NNS ./SENT ",eng2010news.sent.tagged.txt,974194,Hhyp_15,"The 1kg fish had also been stuffed with finely chopped serai, pandan, sweet basil and other Thai herbs.",Thai,,sweet basil
224443025,11/15/2012 22:45:23,false,704543175,,11/15/2012 22:44:56,false,zoombucks,0.8,4686658,USA,FL,Maitland,76.4.144.225,4,Don't know,"The/DT 1kg/JJ fish/NN had/VBD also/RB been/VBN stuffed/VBN with/IN finely/RB chopped/VBN serai/NN ,/, pandan/NP ,/, sweet/JJ basil/NN and/CC other/JJ Thai/NP herbs/NNS ./SENT ",eng2010news.sent.tagged.txt,974194,Hhyp_15,"The 1kg fish had also been stuffed with finely chopped serai, pandan, sweet basil and other Thai herbs.",Thai,,sweet basil
224443025,11/15/2012 22:45:56,false,704544287,,11/15/2012 22:44:59,false,fusioncash,1.0,9908299,USA,KY,Somerset,72.51.221.252,1,True,"The/DT 1kg/JJ fish/NN had/VBD also/RB been/VBN stuffed/VBN with/IN finely/RB chopped/VBN serai/NN ,/, pandan/NP ,/, sweet/JJ basil/NN and/CC other/JJ Thai/NP herbs/NNS ./SENT ",eng2010news.sent.tagged.txt,974194,Hhyp_15,"The 1kg fish had also been stuffed with finely chopped serai, pandan, sweet basil and other Thai herbs.",Thai,,sweet basil
224443025,11/15/2012 22:46:00,false,704544556,,11/15/2012 22:45:24,false,zoombucks,0.8,4686658,USA,FL,Maitland,76.4.144.225,4,True,"The/DT 1kg/JJ fish/NN had/VBD also/RB been/VBN stuffed/VBN with/IN finely/RB chopped/VBN serai/NN ,/, pandan/NP ,/, sweet/JJ basil/NN and/CC other/JJ Thai/NP herbs/NNS ./SENT ",eng2010news.sent.tagged.txt,974194,Hhyp_15,"The 1kg fish had also been stuffed with finely chopped serai, pandan, sweet basil and other Thai herbs.",Thai,,sweet basil
224443025,11/15/2012 22:47:03,false,704546111,,11/15/2012 22:45:43,false,cbf,0.875,9580039,USA,FL,Dunnellon,74.178.41.52,1,False,"The/DT 1kg/JJ fish/NN had/VBD also/RB been/VBN stuffed/VBN with/IN finely/RB chopped/VBN serai/NN ,/, pandan/NP ,/, sweet/JJ basil/NN and/CC other/JJ Thai/NP herbs/NNS ./SENT ",eng2010news.sent.tagged.txt,974194,Hhyp_15,"The 1kg fish had also been stuffed with finely chopped serai, pandan, sweet basil and other Thai herbs.",Thai,,sweet basil
224443025,11/15/2012 22:47:40,false,704546629,,11/15/2012 22:45:36,false,amt,1.0,13956075,USA,OH,Chardon,173.88.218.126,1,False,"The/DT 1kg/JJ fish/NN had/VBD also/RB been/VBN stuffed/VBN with/IN finely/RB chopped/VBN serai/NN ,/, pandan/NP ,/, sweet/JJ basil/NN and/CC other/JJ Thai/NP herbs/NNS ./SENT ",eng2010news.sent.tagged.txt,974194,Hhyp_15,"The 1kg fish had also been stuffed with finely chopped serai, pandan, sweet basil and other Thai herbs.",Thai,,sweet basil
224443026,11/15/2012 22:32:43,true,704525321,,11/15/2012 22:30:34,false,getpaid,0.8571,12670194,ARE,02,Al Ajman,217.164.237.241,1,True,Their/PP$ stated/JJ purpose/NN of/IN business/NN is/VBZ to/TO sell/VB the/DT products/NNS you/PP need/VBP to/TO grow/VB tomatoes/NNS and/CC other/JJ veggies/NP indoors/RB ./SENT ,eng2010news.sent.tagged.txt,977896,Hhyp_15,Their stated purpose of business is to sell the products you need to grow tomatoes and other veggies indoors.,veggies,True,tomatoes
224443026,11/15/2012 22:35:24,true,704528511,,11/15/2012 22:33:03,false,zoombucks,0.9,8963487,GBR,L9,Sheffield,2.219.201.86,1,True,Their/PP$ stated/JJ purpose/NN of/IN business/NN is/VBZ to/TO sell/VB the/DT products/NNS you/PP need/VBP to/TO grow/VB tomatoes/NNS and/CC other/JJ veggies/NP indoors/RB ./SENT ,eng2010news.sent.tagged.txt,977896,Hhyp_15,Their stated purpose of business is to sell the products you need to grow tomatoes and other veggies indoors.,veggies,True,tomatoes
224443026,11/15/2012 22:38:45,true,704533439,,11/15/2012 22:37:35,false,amt,1.0,11304554,USA,AZ,Queen Creek,72.223.36.49,1,True,Their/PP$ stated/JJ purpose/NN of/IN business/NN is/VBZ to/TO sell/VB the/DT products/NNS you/PP need/VBP to/TO grow/VB tomatoes/NNS and/CC other/JJ veggies/NP indoors/RB ./SENT ,eng2010news.sent.tagged.txt,977896,Hhyp_15,Their stated purpose of business is to sell the products you need to grow tomatoes and other veggies indoors.,veggies,True,tomatoes
224443026,11/15/2012 22:39:16,true,704534305,,11/15/2012 22:37:40,false,cbf,0.8,13775737,USA,CA,West Covina,24.205.176.225,1,True,Their/PP$ stated/JJ purpose/NN of/IN business/NN is/VBZ to/TO sell/VB the/DT products/NNS you/PP need/VBP to/TO grow/VB tomatoes/NNS and/CC other/JJ veggies/NP indoors/RB ./SENT ,eng2010news.sent.tagged.txt,977896,Hhyp_15,Their stated purpose of business is to sell the products you need to grow tomatoes and other veggies indoors.,veggies,True,tomatoes
224443026,11/15/2012 22:39:22,true,704534548,true,11/15/2012 22:37:34,false,cbf,0.8,6000149,USA,NY,Buffalo,98.117.179.6,3,False,Their/PP$ stated/JJ purpose/NN of/IN business/NN is/VBZ to/TO sell/VB the/DT products/NNS you/PP need/VBP to/TO grow/VB tomatoes/NNS and/CC other/JJ veggies/NP indoors/RB ./SENT ,eng2010news.sent.tagged.txt,977896,Hhyp_15,Their stated purpose of business is to sell the products you need to grow tomatoes and other veggies indoors.,veggies,True,tomatoes
224443026,11/15/2012 22:40:45,true,704536652,,11/15/2012 22:39:12,false,fusioncash,1.0,13882697,USA,NY,Tuxedo Park,67.87.111.157,1,True,Their/PP$ stated/JJ purpose/NN of/IN business/NN is/VBZ to/TO sell/VB the/DT products/NNS you/PP need/VBP to/TO grow/VB tomatoes/NNS and/CC other/JJ veggies/NP indoors/RB ./SENT ,eng2010news.sent.tagged.txt,977896,Hhyp_15,Their stated purpose of business is to sell the products you need to grow tomatoes and other veggies indoors.,veggies,True,tomatoes
224443026,11/15/2012 22:41:46,true,704537563,,11/15/2012 22:39:43,false,fusioncash,1.0,5602998,USA,IL,Bloomingdale,71.57.93.95,1,True,Their/PP$ stated/JJ purpose/NN of/IN business/NN is/VBZ to/TO sell/VB the/DT products/NNS you/PP need/VBP to/TO grow/VB tomatoes/NNS and/CC other/JJ veggies/NP indoors/RB ./SENT ,eng2010news.sent.tagged.txt,977896,Hhyp_15,Their stated purpose of business is to sell the products you need to grow tomatoes and other veggies indoors.,veggies,True,tomatoes
224443026,11/15/2012 22:43:42,true,704540058,,11/15/2012 22:42:01,false,fusioncash,1.0,9908299,USA,KY,Somerset,72.51.221.252,2,True,Their/PP$ stated/JJ purpose/NN of/IN business/NN is/VBZ to/TO sell/VB the/DT products/NNS you/PP need/VBP to/TO grow/VB tomatoes/NNS and/CC other/JJ veggies/NP indoors/RB ./SENT ,eng2010news.sent.tagged.txt,977896,Hhyp_15,Their stated purpose of business is to sell the products you need to grow tomatoes and other veggies indoors.,veggies,True,tomatoes
224443026,11/15/2012 22:45:32,true,704543497,,11/15/2012 22:45:15,false,getpaid,0.8333,10541889,IND,25,Madras,117.193.230.29,2,True,Their/PP$ stated/JJ purpose/NN of/IN business/NN is/VBZ to/TO sell/VB the/DT products/NNS you/PP need/VBP to/TO grow/VB tomatoes/NNS and/CC other/JJ veggies/NP indoors/RB ./SENT ,eng2010news.sent.tagged.txt,977896,Hhyp_15,Their stated purpose of business is to sell the products you need to grow tomatoes and other veggies indoors.,veggies,True,tomatoes
224443026,11/15/2012 22:45:33,true,704543553,,11/15/2012 22:42:29,false,amt,1.0,13956075,USA,OH,Chardon,173.88.218.126,2,True,Their/PP$ stated/JJ purpose/NN of/IN business/NN is/VBZ to/TO sell/VB the/DT products/NNS you/PP need/VBP to/TO grow/VB tomatoes/NNS and/CC other/JJ veggies/NP indoors/RB ./SENT ,eng2010news.sent.tagged.txt,977896,Hhyp_15,Their stated purpose of business is to sell the products you need to grow tomatoes and other veggies indoors.,veggies,True,tomatoes
